tipo,rodovia,km,obs,cor,opacidade,raio,fotos
Material fresado,SP 250,250.000,25/06/2025 Vol. aprox: 1003,#FF0000,1,400,https://drive.google.com/drive/folders/1EkXAUCiwetSQmbgzuRXcZwuX0IZQeOhC?usp=drive_link
